,username,text,date
205,indonesia_berdaulat99,"Presiden Joko Widodo atau Jokowi mengatakan akan meminta Dewan Perwakilan Rakyat merevisi Undang-undang Informasi dan Transaksi Elektronik (UU ITE) jika aturan itu dirasa tak dapat memberikan rasa keadilan. Jokowi mengatakan revisi tersebut terutama untuk menghapus pasal-pasal karet yang berpotensi multitafsir.⁠⁠Jokowi awalnya mengatakan bahwa bidang sosial, budaya, politik, dan pemerintahan mesti serius diperbaiki, selain sektor kesehatan dan ekonomi di tengah pandemi Covid-19 ini. Ia meminta kepada jajaran TNI Polri untuk selalu menghormati dan menjunjung tinggi demokrasi serta memberikan rasa keadilan kepada masyarakat.⁠⁠Mantan Gubernur DKI Jakarta ini mengatakan Indonesia adalah negara demokrasi yang menghormati kebebasan berpendapat dan berorganisasi. Indonesia, kata dia, merupakan negara hukum yang harus menjalankan hukum seadil-adilnya, melindungi kepentingan yang lebih luas, dan sekaligus menjamin rasa keadilan masyarakat.⁠⁠Klik tautan di bio untuk membaca artikel lengkapnya.⁠⁠#uuite #jokowi5w",2021-02-16T05:50:32.000Z
206,geceh.alwani,https://www.tribunnews.com/nasional/2021/02/16/anggota-dpr-jangan-sampai-polri-terjebak-dalam-pasal-pasal-uu-ite-yang-karet-dan-multitafsir@riopadjalangi@golkar.indonesia@kabargolkar@kabargolkar.sulsel@tribunnews#uuite#multitafsir#aripsupporting5w,2021-02-16T05:47:55.000Z
207,akuupdate_id,"JAKARTA,AKUUPDATE.ID – Kapolri Jenderal Listyo Sigit Prabowo bicara soal pelanggaran hukum di dunia siber seperti penggunaan Undang-Undang Informasi dan Transaksi Elektronik (ITE). Kapolri sadar UU ITE kerap disalahgunakan bila tidak digunakan semestinya.🚨 LINK IN BIO for the full deets!https://akuupdate.id/kapolri-soal-uu-ite-akan-lebih-selektif-hindari-kriminalisasi/(Untuk undangan Liputan,wawancara khusus dengan reporter, pengiriman press release, ataupun kerjasama pemberitaan dan publikasi )Kirim ke 📩: redaksi@akuupdate.idUntuk Berita Terupdate Ikuti kami di .www.akuupdate.idFacebook : https://web.facebook.com/akuupdateid?_rdc=1&_rdrInstagram :https://www.instagram.com/akuupdate_id/Twitter :https://twitter.com/akuupdate_idYoutube : https://www.youtube.com/channel/UC4syQZKb5b_kKCYoyG3Mf3gAKUUPDATE.IDSuara Rakyat Untuk Negeri#akuupdate #kriminalisasi #uuite5w",2021-02-16T03:16:22.000Z
208,tribunkaltim,"Presiden Joko Widodo (Jokowi) akhirnya memerintahkan agar ada revisi UU ITE.Hal ini dilatari banyaknya aksi masyarakat saling lapor ke polisi, buntut dari perdebatan di media sosial atau medsos.(Berita selengkapnya cek di IG story)#uuite #presidenjokowi #jokowidodo #menkopolhukam #mahfudmd5w",2021-02-16T03:15:35.000Z
209,pekanbarukosong1,"Presiden Joko Widodo menyebut, Undang-undang ITE dibuat agar ruang digital di Indonesia menjadi sehat. Namun, dia meminta pelaksanaan undang-undang ITE tidak menimbulkan rasa ketidakadilan ketika menjerat orang.""Saya paham undang-undang ITE semangatnya adalah untuk menjaga ruang digital Indonesia agar bersih, agar sehat, agar beretika dan agar bisa dimanfaatkan secara produktif, tetapi implementasinya, pelaksanaannya jangan justru menimbulkan rasa ketidakadilan,"" katanya dalam rapim TNI-Polri, Senin (15/2).Oleh karena itu, Jokowi minta kepada Kapolri agar jajarannya lebih selektif menyikapi dan menerima pelaporan pelanggaran undang-undang ITE. Dia ingin pasal pasal yang bisa menimbulkan multitafsir harus diterjemahkan secara hati-hati.""Buat pedoman interpretasi resmi terhadap pasal pasal Undang-Undang ITE, biar jelas dan Kapolri harus meningkatkan pengawasan, agar implementasinya, konsisten, akuntabel dan berkeadilan,"" ucapnya.""Kalau Undang-Undang ITE, tidak bisa memberikan rasa keadilan ya saya akan minta kepada DPR merevisi undang-undang ini, Undang-Undang ITE ini, karena di sinilah hulunya, di sinilah hulunya, revisi,"" tegas dia.Terutama, kata Jokowi, menghapus pasal-pasal karet yang penafsirannya bisa berbeda berbeda. Yang mudah diinterpretasikan secara sepihak.---Source @merdekadotcom#merdekanews #news #merdekadotcom #jokowi #DPR #UUITE #revisiuuite #seman9atindonesia #merdekabisaberkarya #sosokmerdeka #mdkbl5w",2021-02-16T03:12:28.000Z
210,beritaapacom,"Presiden Joko Widodo (Jokowi) memberikan arahan soal Undang-Undang Informasi dan Transaksi Elektronik (UU ITE). Beberapa arahan tersebut agar dapat memenuhi rasa keadilan rakyat Indonesia.Melansir detikcom, Arahan Jokowi disampaikan dalam rapat dengan pimpinan dari TNI dan Polri. Jokowi mengatakan untuk menjunjung tinggi demokrasi. Jokowi ingi TNI, Polri dan jajarannya benar-benar mewujudkan keadialan.“Negara kita adalah negara demokrasi, yang menghormati kebebasan berpendapat dan berorganisasi, negara kita adalah negara hukum yang harus menjalankan hukum seadil-adilnya, melindungi kepentingan lebih luas dan menjamin rasa keadilan masyarakat,” kata Jokowi dalam siaran YouTube Sekretaruat Presiden, Senin (15/2/2021).Selengkapnya di beritaapa.comFoto: detikcom#jokowi #uuite #listyosigitprabowo5w",2021-02-16T03:11:26.000Z
211,tribun_kaltara,"Kapolri Sebut Presiden Jokowi Ingin UU ITE Tak Jadi Bahan KriminalisasiKapolri Jenderal Listyo Sigit Prabowo mengatakan, terdapat enam hal yang ditekankan Presiden Jokowi dalam rapat pimpinan TNI-Polri yang digelar pada Senin (15/2/2021).Salah satunya adalah, presiden mengingatkan bahwa kebebasan berpendapat harus dihormati.Dilansir oleh Kompas.com, Jokowi meminta Polri menerapkan pasal-pasal UU Informasi dan Transaksi Elektronik (UU ITE) untuk memberikan rasa keadilan, dan menghindari kriminalisasi dengan penggunaan pasal-pasal karet.Baca berita selengkapnya di Tribunnews.com#tribunnews#localtoviral#matalokalmenjangkauindonesia#indonesiaterhubung#jokowi#uuite#kapolri#kalimantanutara #kaltara #berau #nunukan #tanjungselor #samarinda #sampitinfo #pangkalanbun #banjarmasin #kalsel #kalimantantimur #balikpapan #kalimantantengah #kalteng #tribunkaltara5w",2021-02-16T03:08:54.000Z
212,reqnews,"Jika UU ITE tak bisa beri keadilan, saya minta revisi, hapus pasal karet. - Jokowi -.www.reqnews.com@jokowi#uuite #justice #hukum5w",2021-02-16T03:07:43.000Z
213,jurnalistika.id,"Presiden Joko Widodo (Jokowi) memerintahkan Kapolri beserta seluruh jajarannya untuk menjadikan undang-undang ITE sebagai rujukan hokum agar lebih selektif dalam menyikapi dan menerima pelaporan, Senin (15/2/2021).""Pasal-pasal yang bisa menimbulkan multitafsir harus diterjemahkan secara hati-hati. Buat pedoman interpretasi resmi terhadap pasal-pasal Undang-Undang ITE biar jelas,"" kata Jokowi saat memberikan arahan dalam Rapat Pimpinan TNI dan Polri Tahun 2021 di Istana Negara.Jokowi juga meminta Kapolri Jenderal Pol Listyo Sigit untuk meningkatkan pengawasan agar implementasi terhadap penegakan UU ITE tersebut dapat berjalan secara konsisten, akuntabel, dan menjamin rasa keadilan di masyarakat.""Negara kita adalah negara hukum yang harus menjalankan hukum yang seadil-adilnya, melindungi kepentingan yang lebih luas, dan sekaligus menjamin rasa keadilan masyarakat,"" ujarnya. Seperti dilansir dari Bisnis.com""Kalau Undang-Undang ITE tidak bisa memberikan rasa keadilan, ya saya akan minta kepada DPR untuk bersama-sama merevisi Undang-Undang ITE ini karena di sinilah hulunya. Terutama menghapus pasal-pasal karet yang penafsirannya bisa berbeda-beda yang mudah diinterpretasikan secara sepihak,"" lanjut Jokowi.Meski demikian, Presiden tetap menegaskan komitmen pemerintah untuk menjaga ruang digital Indonesia agar bersih, sehat, beretika, dan produktif melalui implementasi yang sesuai dari undang-undang tersebut.Baca topik lainnya diwww.jurnalisitka.id#jokowi #uuite #undangandigital #news #jurnalistika #digital #undangundangite5w",2021-02-16T03:02:00.000Z
214,linetoday,"Presiden Jokowi memimpin rapat pimpinan TNI/Polri secara tertutup pada hari Senin (15/2). Dalam rapim internal itu, Jokowi sempat membahas soal kemungkinan revisi UU ITE.⁠⁠Jokowi mengatakan pemerintah bisa saja mengusulkan revisi UU ITE ke DPR jika aturan ini dirasa memberi ketidakadilan kepada masyarakat. Jokowi melihat banyaknya pihak yang saling melaporkan dengan dasar UU ITE dan tidak sedikit yang merasa dirugikan.⁠⁠Simak selengkapnya, klik link in di bio⁠⁠⁠#LINETODAY #Jokowi #UUITE #Revisi #PasalKaret5w",2021-02-16T03:00:45.000Z
215,merdekadotcom,"Presiden Joko Widodo menyebut, Undang-undang ITE dibuat agar ruang digital di Indonesia menjadi sehat. Namun, dia meminta pelaksanaan undang-undang ITE tidak menimbulkan rasa ketidakadilan ketika menjerat orang.""Saya paham undang-undang ITE semangatnya adalah untuk menjaga ruang digital Indonesia agar bersih, agar sehat, agar beretika dan agar bisa dimanfaatkan secara produktif, tetapi implementasinya, pelaksanaannya jangan justru menimbulkan rasa ketidakadilan,"" katanya dalam rapim TNI-Polri, Senin (15/2).Oleh karena itu, Jokowi minta kepada Kapolri agar jajarannya lebih selektif menyikapi dan menerima pelaporan pelanggaran undang-undang ITE. Dia ingin pasal pasal yang bisa menimbulkan multitafsir harus diterjemahkan secara hati-hati.""Buat pedoman interpretasi resmi terhadap pasal pasal Undang-Undang ITE, biar jelas dan Kapolri harus meningkatkan pengawasan, agar implementasinya, konsisten, akuntabel dan berkeadilan,"" ucapnya.""Kalau Undang-Undang ITE, tidak bisa memberikan rasa keadilan ya saya akan minta kepada DPR merevisi undang-undang ini, Undang-Undang ITE ini, karena di sinilah hulunya, di sinilah hulunya, revisi,"" tegas dia.Terutama, kata Jokowi, menghapus pasal-pasal karet yang penafsirannya bisa berbeda berbeda. Yang mudah diinterpretasikan secara sepihak.---#merdekanews #news #merdekadotcom #jokowi #DPR #UUITE #revisiuuite #seman9atindonesia #merdekabisaberkarya #sosokmerdeka #mdkbl5w",2021-02-16T03:00:41.000Z
216,acehdalamkata,"Soal UU ITE, Jokowi: Hati-hati Pasal MultitafsirJAKARTA, KOMPAS.com - Presiden Joko Widodo meminta jajaran Polri untuk berhati-hati dalam menyikapi dan menerima laporan dugaan pelanggaran Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE).Ia mengingatkan bahwa pasal-pasal dalam UU tersebut yang bisa diterjemahkan secara multitafsir.""Hati-hati, pasal-pasal yang bisa menimbulkan multitafsir harus diterjemahkan secara hati-hati, penuh dengan kehati-hatian,"" kata Jokowi saat memberikan arahan pada rapat pimpinan TNI-Polri di Istana Negara, Jakarta, Senin (15/2/2021).Menurut Jokowi, belakangan semakin banyak warga yang saling melapor ke pihak kepolisian. Laporan ini merujuk pada dugaan pelanggaran UU ITE.Oleh karena itu, demi menghindari pasal-pasal yang diartikan secara multitafsir, ia meminta Polri untuk membuat pedoman interpretasi resmi terhadap pasal-pasal dalam UU ITEKapolri pun diinstruksikan supaya meningkatkan pengawasan pelaksanaan UU tersebut secara lebih konsisten, akuntabel, dan berkeadilan.Jokowi mengaku paham bahwa semangat UU ITE adalah untuk menjaga ruang digital Indonesia agar lebih bersih, sehat, beretika, dan bisa dimanfaatkan secara produktif.Namun, ia tidak ingin implementasi UU tersebut justru menimbulkan rasa ketidakadilan.Jika UU ITE tak bisa memberikan rasa keadilan, kata Jokowi, ia bakal minta kepada DPR untuk bersama-sama merevisi UU ITE ini.""Karena di sini lah hulunya, hulunya ada di sini, direvisi, terutama menghapus pasal-pasal karet yang penafsirannya bisa berbeda-beda, yang mudah diinterpretasikan secara sepihak,"" ujar dia.Jokowi mengatakan, Indonesia adalah negara demokrasi yang menghormati kebebasan berpendapat dan berorganisasi.Indonesia juga merupakan negara hukum, sehingga hukum harus dijalankan dengan seadil-adilnya, melindungi kepentingan yang lebih luas, sekaligus menjamin rasa keadilan masyarakat.""Saya minta kepada jajaran TNI dan Polri untuk selalu menghormati dan menjunjung tinggi demokrasi serta memberikan rasa keadilan kepada masyarakat,"" kata Jokowi.Sumber : Kompas#uuite#jokowi#pasalkaret#revisi#nasional#undangundang#aceh#acehdalamkata#bandaaceh5w",2021-02-16T02:59:46.000Z
217,teropong_senayan,"Praktisi Demokrasi Digital yang juga Direktur Eksekutif SAFEnet, Damar Juniarto mengusulkan penghapusan sejumlah pasal dalam revisi Undang Undang Informasi dan Transaksi Elektronik atau Undang-undang nomor 11 tahun 2008.Menurutnya, dalam UU tersebut termuat beberapa pasal yang rawan persoalan atau disalahgunakan dan perlu diperbaiki rumusannya.Baca berita selelngkapnya di teropongsenayan.com#uuite #pasalkaret5w",2021-02-16T02:58:22.000Z
218,rriprograma3,"Presiden Joko Widodo meminta, DPR untuk merevisi Undang-undang ITE, jika keberadaan undang-undang tersebut dirasakan belum dapat memberikan rasa keadilan bagi masyarakat.""Kalau Undang-Undang ITE tidak bisa memberikan rasa keadilan, ya saya akan minta kepada DPR untuk bersama-sama merevisi Undang-Undang ITE ini karena di sinilah hulunya. Terutama menghapus pasal-pasal karet yang penafsirannya bisa berbeda-beda yang mudah diinterpretasikan secara sepihak,"" tutur Jokowi saat Rapat Pimpinan TNI dan Polri Tahun 2021 di Istana Negara, Jakarta, pada Senin (15/02/2021).Meski demikian, Jokowi tetap menegaskan komitmen pemerintah untuk menjaga ruang digital Indonesia agar bersih, sehat, beretika, dan produktif melalui implementasi yang sesuai dari undang-undang tersebut.""Negara kita adalah negara hukum yang harus menjalankan hukum yang seadil-adilnya, melindungi kepentingan yang lebih luas, dan sekaligus menjamin rasa keadilan masyarakat,"" ujarnya.Dalam kesempatan tersebut Jokowi menyampaikan, pandangannya bahwa belakangan ini banyak masyarakat yang saling membuat laporan dengan menjadikan UU ITE sebagai salah satu rujukan hukumnya.Karenanya, Jokowi memerintahkan, Kapolri beserta seluruh jajarannya untuk lebih selektif dalam menyikapi dan menerima pelaporan yang menjadikan undang-undang tersebut sebagai rujukan hukumnya.""Pasal-pasal yang bisa menimbulkan multitafsir harus diterjemahkan secara hati-hati. Buat pedoman interpretasi resmi terhadap pasal-pasal Undang-Undang ITE biar jelas,"" kata Jokowi lebih lanjut.Baca selengkapnya hanya di rri.co.id dan dengarkan juga spotify resmi rri di @rriprograma3. Biar RRI Yang Tetap Meliput dan Menyajikan Informasi, Edukasi serta Hiburan, Anda Dengar & Tonton Saja Dari Rumah #uuite #undangundangite #ite #jokowi #jokowidodoPenulis : Pradipta RahadiEditor Berita: ZeinPerancang Visual: Rima Diasti5w",2021-02-16T02:55:12.000Z
219,tjokroaminoto1453,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T22:53:01.000Z
220,ustadz.sosmed,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T22:51:43.000Z
221,nasrullah576,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T22:27:24.000Z
222,sonorabalifm,"[BERITA SONORA]Pemerintah Seoul menyatakan telah menemukan kasus pertama Covid-19 pada seekor kucing pada Senin (15/2/2021). Kasus ini ditemukan tak lama setelah pemerintah menawarkan tes gratis kepada hewan peliharaan di ibu kota Korea.Para ahli mengatakan tidak ada bukti kucing atau anjing dapat menularkan virus corona baru ke manusia. Tetapi mereka tetap menempatkan kucing itu dalam karantina selama 14 hari. Melansir Wahington Post, kucing itu terdeteksi positif infeksi Covid-19 setelah mengalami gejala muntah dan penurunan aktivitas.Sebelumnya, keluarga tempat dia tinggal juga telah mengidap Covid-19, kata para pejabat. Pemerintah Metropolitan Seoul mengumumkan pekan lalu akan menawarkan tes virus corona gratis kepada anjing dan kucing yang bergejala. Kebijakan itu diterapkan tak lama setelah seekor anak kucing di fasilitas keagamaan di tenggara negara itu ditemukan tertular virus..Militer Myanmar mengancam demonstran bahwa mereka dapat menghadapi hukuman 20 tahun penjara jika menghalangi angkatan bersenjata.Junta militer juga mengancam bakal menjatuhkan hukuman kurungan dan denda bagi siapa pun yang melakukan penghasutan atau penghinaan terhadap pemimpin militer.Ancaman tersebut diserukan ketika kendaraan lapis baja dikerahkan di jalanan beberapa kota di Myanmar, Senin (15/2/2021)..Kapolri Jenderal Listyo Sigit Prabowo mengatakan ada enam hal yang ditekankan Presiden Joko Widodo dalam rapat pimpinan TNI-Polri yang digelar, Senin (15/2/2021) ini.Salah satunya, presiden mengingatkan bahwa kebebasan berpendapat harus dihormati.Kepala Negara, kata Sigit, meminta Polri menerapkan pasal-pasal UU Informasi dan Transaksi Elektronik (ITE) untuk memberikan rasa keadilan dan menghindari kriminalisasi dengan penggunaan pasal-pasal karet.---#BeritaSonora #MalamIni #KGRadioNetwork #SonoraFMBali #Kucing #Covid19 #KoreaSelatan #Seoul #KucingKorea #Demo #Militer #Myanmar #Ancam #Demonstran #Hukuman #Penjara #20tahun #Kapolri #Jenderal #Presiden #Jokowi #UU #ITE #UUITE #Kriminalisasi #Pasal #PasalKaret #Nasional #Global #BeritaHariIni5w",2021-02-15T22:15:15.000Z
223,kholidmuhammadelfiraz,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T21:23:21.000Z
224,solidaritasgianyar_,"Hai, capek ya?😌🎶#Lokataru #Jokowi #kebebasanberpendapat #HakAsasiManusia #Kritik #UUITEReposted from : @lokataru_indonesia ✨5w",2021-02-15T20:06:44.000Z
225,kriminaloid,"Halo deviance!Dalam pertemuan rapat pimpinan TNI-Polri diinstana negara, Presiden Joko Widodo meminta bersama DPR untuk merevisi UU ITE karena dinilai tidak bisa memberikan keadilan hukum di masyarakat.""kalau Undang-Undang ITE tidak bisa memberikan rasa keadilan ya saya akan meminta kepada DPR untuk bersama-sama merevisi undang-undang ini, Undang-Undang ITE,"" kata Jokowi yang dilansir dari www.kompas.com, selasa (16/2/2021).Dirinya menambahkan bahwa pasal-pasal dalam undang-undang ini memiliki makna multitafsir yang dapat diintepretasikan secara sepihak.""Terutama menghapus pasal-pasal karet yang penafsirannya bisa berbeda-beda, yang mudah diinterpretasikan secara sepihak,"" ujar Jokowi.Sebelumnya Presiden Jokowi meminta masyarakat untuk aktif memberikan kritik dan masukan kepada pemerintahan, pada 8 febuari yang lalu.""Masyarakat harus lebih aktif menyampaikan kritik masukan ataupun potensi maladministrasi dan para penyelenggara pelayanan publik juga harus terus meningkatkan upaya-upaya perbaikan"".Nah kira-kira perbaikan UU ITE ini bakal memperbaiki atau memperburuk keadilan hukum?Mengingat banyak pihak-pihak dijatuhi hukuman pidana dengan karetnya pasal-pasal itu padahal tindakan mereka secara keilmuan Hukum dan Kriminologi kurang memenuhi pelanggaran atau kerugian tertentu.#uuite#ruuite#jokowi#kriminologi#kriminaloid#kejahatan#pelaku#korban#reaksimasyarakat5w",2021-02-15T18:02:12.000Z
226,bangpoerslalu,"Revisi UU ITEJokowi Mengatakan""Kalau UU ITE tidak bisa memberikan rasa keadilan, saya akan minta kepada DPR untuk bersama-sama merevisi UU ITE ini karena di sinilah hulunya. Terutama menghapus pasal2 karet yang penafsirannya bisa berbeda-beda yang mudah diinterpretasikan secara sepihak""Jangan pakai kalo pak @jokowitapi memang UU ITE pasal-pasalnya banyak yang melur kayak karet.Sebaiknya Presiden @jokowi segera bersama-sama @dpr_ri merevisi pasal-pasal karet.#revisi #uuite #jokowi #indonesia #indonesiamaju #purbalinggahits #kebumenhits #presidenindonesia #presidenjancukers #jateng #jabar #jatim #sumbar #sulsel #sumut #aceh #papua #bali #kaltim #jakarta #bangpoerslalu5w",2021-02-15T17:23:24.000Z
227,rachmanabuzahra,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T16:14:57.000Z
228,teukuneta,"Implementasi Undang-Undang ITE Harus Berikan Rasa Keadilan di Tengah MasyarakatUndang-Undang Informasi dan Transaksi Elektronik (ITE) memiliki semangat awal untuk menjaga agar ruang digital Indonesia berada dalam kondisi bersih, sehat, beretika, dan produktif. Namun, implementasi terhadap undang-undang tersebut jangan sampai menimbulkan rasa ketidakadilan.Oleh karena itu, saat memberikan arahan dalam Rapat Pimpinan TNI dan Polri Tahun 2021 di Istana Negara, Jakarta, pada Senin, 15 Februari 2021, Presiden Joko Widodo meminta Kepala Kepolisian Negara Republik Indonesia (Kapolri) untuk meningkatkan pengawasan agar implementasi terhadap penegakan UU ITE tersebut dapat berjalan secara konsisten, akuntabel, dan menjamin rasa keadilan di masyarakat.@jokowi @kyai_marufamin @budi.gunadi.sadikin @budi.g.sadikin @tni_angkatan_darat @tni_angkatan_laut @puspentni @militer.udara @tnipolri.pilar.nkri @tnipolri_lovers @info_tni_ad @bintaratamtamatnipolri @divisihumaspolri @ccicpolri @lovers_polri @mabespolrinews @lemdiklatpolri.id @spripimpolri @humas_korbrimob_polri @polri_presisi @genoseid #genoseugm #covid_19 #covid19indonesia #covid #covidー19 #relawancovid19 #relawan #jokowi #jokowipresidenku #jokowiamin #jokowikerjanyata #jokowiuntukindonesia #jokowikerjanyata #relawanjokowi #jokowimemberikanbukti #pakjokowi #wabahcorona #prokes #prokesuntukkitasemua #prokescovid19 #tni #tniad #tnial #tniau #polri #polriindonesia #polriuntukindonesia #polripromoter #uuite #ite5w",2021-02-15T16:07:37.000Z
229,anjaadhiyaulhaq,"Kritik aman sesuai dengan UU ITE itu, ya tidak menyampaikan kritik.@ReflyHZ....Follow akun:@dakwah_wonosobo@dakwah_wonosobo@dakwah_wonosobo-----------------------Like, Comment, Tag & Repost-----------------------#kritikpedas #antikritik #UUITE #mintakritik #hijrahtanpariba #tauhid☝ #sunnahituindah #ceramahmotivasi #nasihatklasik #quotesulama #infopolitik #ummatislam #hadistnabi #wonosoboasik #dakwah_wonosobo5w",2021-02-15T15:42:41.000Z
230,jpnncom,"Kasat Reskrim Polres Tanjungpinang, Kepulauan Riau AKP Rio Reza Panindra memastikan bakal memburu pemilik akun palsu Ufay Siregar yang mengunggah kalimat bernuansa penghinaan terhadap Kapolres AKBP Fernando""Kami pasti akan menangkap pelaku di balik postingan penghinaan kapolres,"" kata Reza di Tanjungpinang, Senin (15/2)Berdasarkan hasil penelusuran sementara, akun facebook dengan nama Ufay Siregar terlacak berada di Pulau JawaFoto Ilustrasi: ANTARA/Ist/amTemplate: @sultanamanda_Selengkapnya cek di Instagram StoryDownload aplikasi jpnn di http://onelink.to/ha8768#instagram#jpnncom#penghinaan#medsos#uuite5w",2021-02-15T15:27:44.000Z
231,tempodotco,"Banyak pihak meragukan dengan permintaan Presiden Joko Widodo atau Jokowi agar masyarakat lebih aktif mengkritik pemerintahannya. Penelitik Komisi untuk Orang Hilang dan Korban Tindak Kekerasan Rivanlee mengatakan para pengkritik terancam berujung pada kasus hukum dengan dalih melanggar Undang-undang No. 19 Tahun 2016 tentang Informasi dan Transaksi Elektronik (UU ITE).⁠⁠Catatan KontraS, hingga Oktober 2020, ada sebanyak 10 peristiwa dan 14 orang yang diproses karena mengkritik Presiden Jokowi. ""Lalu 14 peristiwa, 25 orang diproses dengan objek kritik Polri, dan 4 peristiwa dengan 4 orang diproses karena mengkritik Pemda. Mereka diproses dengan penggunaan surat telegram Polri maupun UU ITE,"" ujar Rivan. Berikut adalah sejumlah aktivis dan masyarakat yang harus berhadapan dengan polisi setelah mengkritik pemerintahan Jokowi.⁠⁠Klik tautan di bio untuk membaca artikel lengkapnya.⁠⁠#jokowi #uuite #penangkapanaktivis #dhandyleksono #anandabadudu #ruslanbuton6w",2021-02-14T23:01:14.000Z
232,karikatur_salahmusim,#keluargabahagia #keluargaberencana #korantempo #cartoon #caricature #kartunmuslim #pilkadasolo2020 #pilkada #pilkadamedan2020 #menang #jokowihebat #quotesindonesia #uuite #antitank #tshirttokoh#presidenjokowi #jokowi #bertukarpikiran #semangatberdikari #membacaadalahmelawan #antihoax #karikatur #karikaturbojonegoro #karikaturindonesia #jasakarikatur #jasakarikaturmurah #jasakarikatur #jasakarikaturwajah #souvenirkarikatur #giftideas #hadiah6w,2021-02-14T22:36:26.000Z
233,karikatur_salahmusim,#quotes #jokowihebat #quotesindonesia #uuite#presidenjokowi #jokowi #bertukarpikiran #semangatberdikari #membacaadalahmelawan #antihoax #karikatur #karikaturbojonegoro #karikaturindonesia #jasakarikatur #jasakarikaturmurah #jasakarikatur #jasakarikaturwajah #souvenirkarikatur #giftideas #hadiah6w,2021-02-14T22:34:58.000Z
234,karikatur_salahmusim,Masyarakat harus lebih aktif menyampaikan kritik masukan atau pun potensi maladministrasi....#asal #tidaktakut#uuite#jasakarikatur#presidenjokowi #jokowi #bertukarpikiran #semangatberdikari #membacaadalahmelawan#karikatur #karikaturdigital #karikaturmurah murah #karikaturindonesia #gift #karikaturwajah #karikaturbojonegoro #blokbojonegoro6w,2021-02-14T22:33:33.000Z
